"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"ID929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209","GRP209"
"ID1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP254","GRP254","GRP254","GRP254","GRP255","GRP255","GRP255","GRP255","GRP255","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20"
"ID1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP254","GRP254","GRP254","GRP254","GRP254","GRP255","GRP255","GRP255","GRP255","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20","GRP20"
"ID1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254","GRP254"
"ID1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300"
"ID1333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300"
"ID1334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300","GRP300"
"ID856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191"
"ID857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195"
"ID36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152"
"ID674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164"
"ID777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185","GRP185"
"ID1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237","GRP237"
"ID859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86"
"ID860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP195","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191","GRP191"
"ID861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86"
"ID862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195","GRP195"
"ID863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86"
"ID864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86"
"ID865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP195","GRP195","GRP195","GRP195","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86","GRP86"
"ID930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP209","GRP209","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214","GRP214"
"ID310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP106","GRP106","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105"
"ID1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP106","GRP106","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105"
"ID38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16","GRP16"
"ID204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53","GRP53"
"ID205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52"
"ID212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP52","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54","GRP54"
"ID384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129"
"ID385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129","GRP129"
"ID622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152"
"ID623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152"
"ID258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80","GRP80"
"ID236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65"
"ID1346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65"
"ID229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60","GRP60"
"ID27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15"
"ID785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15","GRP15"
"ID259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65","GRP65"
"ID315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76","GRP76"
"ID873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105","GRP105"
"ID1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26","GRP26"
"ID1228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP267","GRP267","GRP267","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277","GRP277"
"ID624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157","GRP157"
"ID625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152"
"ID626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158","GRP158"
"ID627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP152","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164","GRP164"
"ID931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRP209","GRP209","GRP209","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247","GRP247"
